node_id,child_node_id,message,node_type,major_symptom,other_symptoms,additional_information,diagnosis,details,recommended_doctor,recommended_lab_test,general_advice,causes,blog_url,media_url
32,33|34,"Ok.. <br><br>While having intercourse, do you generally worry about having successfull orgasm or not?",gq,null,null,null,null,null,null,null,null,null,null,null
33,35,"Yes, I think so",dr,null,Worried about orgasm while having intercourse,null,null,null,null,null,null,null,null,null
34,35,No,r,null,null,null,null,null,null,null,null,null,null,null
35,36|37,I get that.. <br><br>Do you feel strongly connected to your partner?,gq,null,null,null,null,null,null,null,null,null,null,null
36,38,Yes,r,null,null,null,null,null,null,null,null,null,null,null
37,38,No or I am not sure,dr,null,Do not feel / not sure about being connected to the partner,null,null,null,null,null,null,null,null,null
38,39|40,Do you frequently feel that you are not attractive?,gq,null,null,null,null,null,null,null,null,null,null,null
39,44,Yes or I am not sure,dr,null,Finds herself unattractive,null,null,null,null,null,null,null,null,null
40,44,No,r,null,null,null,null,null,null,null,null,null,null,null
44,45|46,You are doing great.. Just few more to go <br><br>Do you think you are suffering from extreme stress/depression in your life?,gq,null,null,null,null,null,null,null,null,null,null,null
45,53,"Yes, too much stress",dr,null,Depression/Stress in life,null,null,null,null,null,null,null,null,null
46,53,No or I am not sure,r,null,null,null,null,null,null,null,null,null,null,null
53,54|55|56,hmm.. <br><br>Do you consume alcholo/smoking/recreational drugs?,gq,null,null,null,null,null,null,null,null,null,null,null
54,64,"Yes, regularly.",dr,null,Regular consumption of alcohol/cigarrates/drugs,null,null,null,null,null,null,null,null,null
55,64,"Yes, but occasionally",r,null,null,null,null,null,null,null,null,null,null,null
56,64,Not at all,r,null,null,null,null,null,null,null,null,null,null,null
64,65|66,Have you had any experience of sexual abuse earlier in your life?,gq,null,null,null,null,null,null,null,null,null,null,null
65,999|998|997|996,Yes,gchk|dr|drchk,null,History of sexual abuse,null,null,null,null,null,null,null,null,null
66,999|998|997|996,No,gchk|drchk,null,null,null,null,null,null,null,null,null,null,null
999,995,null,g1|d1,null,null,null,null,null,null,null,null,null,null,null
998,994,null,g0|d1,null,null,null,null,null,null,null,null,null,null,null
997,993,null,g0|d0,null,null,null,null,null,null,null,null,null,null,null
996,71,null,g1|d0,null,null,null,null,null,null,null,null,null,null,null
995,null,null,d,Difficulty Having Orgasm,null,null,You are at modrate risk of having orgasmic difficulty.,Difficulty having orgasm is very common in women. Its important to find the rrot to your own pleasure and thus to find the cause and work on it. ,Psychiatrist (Sexology),null,Talking to your partner about it can be a good idea | Taking counselling from a relationship therapist can be helpful too | Make sure you are not thinking about anything else at the time of the activity and just try to enjoy the activity as much as possible ,null,null,null
994,null,null,d,Difficulty Having Orgasm,null,null,You are at low risk of having orgasmic difficulty.,Difficulty having orgasm is very common in women. Its important to find the rrot to your own pleasure and thus to find the cause and work on it. ,Relationship Therapist,null,Talking to your partner about it can be a good idea | Taking counselling from a relationship therapist can be helpful too | Make sure you are not thinking about anything else at the time of the activity and just try to enjoy the activity as much as possible ,null,null,null
993,null,null,d,Difficulty Having Orgasm,null,null,You seem to be fine. You do not need any expert intervention at this stage.,Difficulty having orgasm is very common in women. Its important to find the rrot to your own pleasure and thus to find the cause and work on it. ,null,null,Talking to your partner about it can be a good idea | Taking counselling from a relationship therapist can be helpful too | Make sure you are not thinking about anything else at the time of the activity and just try to enjoy the activity as much as possible ,null,null,null
71,72|73,We are very close to the diagnosis.. <br><br> Are you suffering from low estrogen level?,gq,null,null,null,null,null,null,null,null,null,null,null
72,78,Yes,dr,null,Low estrogen level,null,null,null,null,null,null,null,null,null
73,78,No or I am not sure,r,null,null,null,null,null,null,null,null,null,null,null
78,79|80,And.. Do you have thyroid or diabetes ?,gq,null,null,null,null,null,null,null,null,null,null,null
79,992|991,"Yes , either or both ",dr,null,Thyroid or Diabetes,null,null,null,null,null,null,null,null,null
80,992|991,"No, none of them ",dr|drchk,null,null,null,null,null,null,null,null,null,null,null
992,82,null,d1,null,null,null,null,null,null,null,null,null,null,null
991,83,null,d0,null,null,null,null,null,null,null,null,null,null,null
82,null,null,d,Difficulty Having Orgasm,null,null,You are at low risk of having orgasmic difficulty,Difficulty having orgasm is very common in women. Its important to find the rrot to your own pleasure and thus to find the cause and work on it. ,Endocrinologist,null,Talking to your partner about it can be a good idea | Taking counselling from a relationship therapist can be helpful too | Make sure you are not thinking about anything else at the time of the activity and just try to enjoy the activity as much as possible ,null,null,null
83,84|85,I am proud of you for sharing so much.. <br><br>Do you often experience vaginal dryness or pain in vagaina during penetration?,gq,null,null,null,null,null,null,null,null,null,null,null
84,86,Yes,dr,null,Pain/Dryness in vagina,null,null,null,null,null,null,null,null,null
85,86,No,r,null,null,null,null,null,null,null,null,null,null,null
86,87|88,ok.. <br><br>And have you noticed any visible rashes or injury around vagina,gq,null,null,null,null,null,null,null,null,null,null,null
87,89,Yes,dr,null,Injury at vagina,null,null,null,null,null,null,null,null,null
88,89,No,r,null,null,null,null,null,null,null,null,null,null,null
89,90|91,Just the last question.. <br><br> Have you ever undergone any treatment/surgery of reproductive organs?,gq,null,null,null,null,null,null,null,null,null,null,null
90,990|989,Yes,dr,null,History of treatment of reproductive organs,null,null,null,null,null,null,null,null,null
91,990|989,No,dr|drchk,null,null,null,null,null,null,null,null,null,null,null
990,null,null,d1,Difficulty Having Orgasm,null,null,You are at low risk of having orgasmic difficulty,Difficulty having orgasm is very common in women. Its important to find the rrot to your own pleasure and thus to find the cause and work on it. ,Gynaecologist,null,Talking to your partner about it can be a good idea | Taking counselling from a relationship therapist can be helpful too | Make sure you are not thinking about anything else at the time of the activity and just try to enjoy the activity as much as possible ,null,null,null
989,null,null,d0,Difficulty Having Orgasm,null,null,You are at low risk of having orgasmic difficulty,Difficulty having orgasm is very common in women. Its important to find the rrot to your own pleasure and thus to find the cause and work on it. ,Psychiatrist (Sexology),null,Talking to your partner about it can be a good idea | Taking counselling from a relationship therapist can be helpful too | Make sure you are not thinking about anything else at the time of the activity and just try to enjoy the activity as much as possible ,null,null,null
