node_id,child_node_id,message,node_type,major_symptom,other_symptoms,additional_information,diagnosis,details,recommended_doctor,recommended_lab_test,general_advice,causes,blog_url,media_url
42,null,null,d,Painful Periods,null,null,You are at a moderate risk of endometreosis,null,Gynaecologist,null,Rest and relax|Keep yourself hydrated|Gentle massage to abdominal and lower back|Do gentle exercise to improve flow of blood to pelvic area,null,null,null
43,44,None of the above,r,null,null,null,null,null,null,null,null,null,null,null
44,45|47,We are almost there.. <br><br>Do you experience heavy bleeding during your periods?,gq,null,null,null,null,null,null,null,null,null,null,null
45,48,Yes,r,null,Heavy bleeding during periods,null,null,null,null,null,null,null,null,null
46,null,null,d,Painful Periods,null,null,The cause of your pain is unclear,null,Gynaecologist,null,Rest and relax|Keep yourself hydrated|Gentle massage to abdominal and lower back|Do gentle exercise to improve flow of blood to pelvic area,null,null,null
47,46,No,r,null,Heavy bleeding during periods,null,null,null,null,null,null,null,null,null
48,49|50,Ok.. <br><br>Have you noticed any lump in your stomach?,gq,null,null,null,null,null,null,null,null,null,null,null
50,51,No,r,null,null,null,null,null,null,null,null,null,null,null
51,52|54,"Also, have you ever undergone delivery procedure from your vagina?",gq,null,null,null,null,null,null,null,null,null,null,null
52,53,No,r,null,null,null,null,null,null,null,null,null,null,null
53,null,null,d,Painful Periods,null,null,The cause of your pain is unclear,null,Gynaecologist,null,Rest and relax|Keep yourself hydrated|Gentle massage to abdominal and lower back|Do gentle exercise to improve flow of blood to pelvic area,null,null,null
54,55,Yes,r,null,Delivered baby in past,null,null,null,null,null,null,null,null,null
55,null,null,d,Painful Periods,null,null,You are at moderate risk of Adenomyosis,null,Gynaecologist,null,Rest and relax|Keep yourself hydrated|Gentle massage to abdominal and lower back|Do gentle exercise to improve flow of blood to pelvic area,null,null,null
49,56,Yes,r,null,Lump in the stomach,null,null,null,null,null,null,null,null,null
56,57|58,Do you face any difficulty while passing urine or stool?,gq,null,null,null,null,null,null,null,null,null,null,null
57,59,Yes,r,null,Difficulty while passing urine or stool,null,null,null,null,null,null,null,null,null
58,59,No,r,null,null,null,null,null,null,null,null,null,null,null
59,null,null,d,Painful Periods,null,null,You are at moderate risk of having Fibroid,null,Gynaecologist,null,Rest and relax|Keep yourself hydrated|Gentle massage to abdominal and lower back|Do gentle exercise to improve flow of blood to pelvic area,null,null,null
12,7,None of the above,r,null,null,null,null,null,null,null,null,null,null,null
20,26,No,r,null,null,null,null,null,null,null,null,null,null,null
6,7,Pain gets better with the starting of periods,r,null,null,null,null,null,null,null,null,null,null,null
