node_id,child_node_id,message,node_type,major_symptom,other_symptoms,additional_information,diagnosis,details,recommended_doctor,recommended_lab_test,general_advice,causes,blog_url,media_url
60,62,White but not curd like,r,null,White but not curd-like vaginal discharge,null,null,null,null,null,null,null,null,null
61,null,null,d,Pain during sex,null,"Common Sexually transmitted infections, such as chlamydia, gonorrhea genital herpes or Vaginitis can cause vaginal irritation, which can cause pain during sex. They are easily treatable and avoidable too.",Moderate risk of Vaginal infection ,null,Gynaecologist,null,Practice safe or protected sex. Get yourself tested and get your partner also tested. Avoid having sex until the symptoms subside at least. Do not douche,null,null,null
62,null,null,d,Pain during sex,null,"Endometriosis happens when tissue that is similar to the tissue that lines the woman's uterus, grows outside of the uterus. Sex or Penetration can pull or stretch the irritated tissue and can thus cause pain. About 25 million women in India have endometriosis. ",Moderate risk of Endometreosis,null,Gynaecologist,Transvaginal ultrasound,Exercise regularly|You can use heat packs for pain if it exists|Take a healthy diet|Some positions involving shallow penetration like spooning which put less pressure on areas of the pelvis that contain endometrial tissue can help reduce pain during sexual activity,null,null,null
44,46,"Yes, the periods are painful ",r,null,Painful periods,null,null,null,null,null,null,null,null,null
46,null,null,d,Pain during sex,null,"Endometriosis happens when tissue that is similar to the tissue that lines the woman's uterus, grows outside of the uterus. Sex or Penetration can pull or stretch the irritated tissue and can thus cause pain. About 25 million women in India have endometriosis. ",Moderate risk of Endometreosis,null,Gynaecologist,Transvaginal ultrasound,Exercise regularly|You can use heat packs for pain if it exists|Take a healthy diet|Some positions involving shallow penetration like spooning which put less pressure on areas of the pelvis that contain endometrial tissue can help reduce pain during sexual activity,null,null,null
11,12,During superficial penetration,r,null,Pain during superficial penetration,null,null,null,null,null,null,null,null,null
10,12,Both,r,null,Pain during deep as well as superficial penetration,null,null,null,null,null,null,null,null,null
12,13|14,Understood.. <br><br>Please help me understand if you have any vaginal discharge?,gq,null,null,null,null,null,null,null,null,null,null,null
13,22,Yes,r,null,null,null,null,null,null,null,null,null,null,null
22,55|56|57|58|20|21,"Not to worry, discharges are also common.. <br><br>What is the colour of the discharge mostly?",gq,null,null,null,null,null,null,null,null,null,null,null
20,23,Colourless,r,null,Colourless Vaginal discharge,null,null,null,null,null,null,null,null,null
21,23,White but not curd-like,r,null,White but not curd-like vaginal discharge,null,null,null,null,null,null,null,null,null
14,23,No,r,null,null,null,null,null,null,null,null,null,null,null
23,24|25,hmm… <br><br>Do you generally have bleeding or spotting in between your two consecutive periods?,gq,null,null,null,null,null,null,null,null,null,null,null
24,26,Yes,r,null,null,null,null,null,null,null,null,null,null,null
26,null,null,d,Pain during sex,null,Internal chechup will help the doctor rule out any possibility of growing infection or root cause of pain.,You are recommended to have an internal checkup,null,Gynaecologist,null,Avoid having sex if the problem persists until you get the internal check-up done.,null,null,null
25,995,No,r,null,null,null,null,null,null,null,null,null,null,null
995,27|29,"Good.. <br><br>Can you please tell me, if you have undergone any surgery recently around your vagina?",gq,null,null,null,null,null,null,null,null,null,null,null
27,28,Yes,r,null,Recent surgery around vagina,null,null,null,null,null,null,null,null,null
28,null,null,d,Pain during sex,null,null,You are recommended to meet your surgeon doctor,null,null,null,Avoid having sex until you meet your doctor so that the pain does not worsen further.,null,null,null
29,30,No,r,null,null,null,null,null,null,null,null,null,null,null
30,31|33,"Ok.. <br><br>Now if you can please help me understand your relationship, do you feel really happy and connected with your partner?",gq,null,null,null,null,null,null,null,null,null,null,null
31,34,"Yes, I am happy",r,null,null,null,null,null,null,null,null,null,null,null
32,null,null,d,Pain during sex,null,"In many cases, a woman can experience painful sex if there is not sufficient vaginal lubrication. When this occurs, the pain can be resolved if the female becomes more relaxed, if the amount of foreplay is increased, or if the couple uses a sexual lubricant. In other cases a woman can experience painful sex due to other psychological or physical issues.",You seem to have Intimacy issues ,null,Relationship Therapist,null,Increasing the time of your foreplay may be helpful in arousal and natural lubrication. You may also try using water-based lubrication. Talking to your partner always helps. If the problem persists please consult a gynaecologist to clear your doubts.,null,null,null
33,32,I am not sure,r,null,Not happy in the relationship,null,null,null,null,null,null,null,null,null
34,35|37,"We are almost there.. <br><br>Please confirm, have you ever had a vaginal examination where the doctor checked by inserting a tool in your vagina?",gq,null,null,null,null,null,null,null,null,null,null,null
35,36,No,r,null,null,null,null,null,null,null,null,null,null,null
36,null,null,d,Pain during sex,null,Vaginismus is when the vagina suddenly tightens up whenever you try to insert something into it. It can be painful and upsetting but it can be treated.,Low risk of vaginismus,Treatment usually focuses on:|Managing your feelings around penetration |Exercises to gradually get you used to penetration |Psychosexual therapy |Relaxation techniques |Pelvic floor exercisesSenate focus|Vaginal trainers etc,Gynaecologist,null,You can get vaginismus even if you have previously enjoyed painless penetrative sex.| Vaginismus does not necessarily affect your ability to get aroused and enjoy other types of sexual contact.,null,null,null
37,38,Yes,r,null,null,null,null,null,null,null,null,null,null,null
38,39|40,Alright.. <br><br> Can you help me understand if the examination was painful?,gq,null,null,null,null,null,null,null,null,null,null,null
39,41,"Yes, it was painful",r,null,Painful vaginal examination,null,null,null,null,null,null,null,null,null
41,null,null,d,Pain during sex,null,Vaginismus is when the vagina suddenly tightens up whenever you try to insert something into it. It can be painful and upsetting but it can be treated.,Moderate risk of vaginismus,Treatment usually focuses on:|Managing your feelings around penetration |Exercises to gradually get you used to penetration |Psychosexual therapy |Relaxation techniques |Pelvic floor exercisesSenate focus|Vaginal trainers etc,Gynaecologist,null,You can get vaginismus even if you have previously enjoyed painless penetrative sex.| Vaginismus does not necessarily affect your ability to get aroused and enjoy other types of sexual contact.,null,null,null
40,42,"No, it was not painful ",r,null,null,null,null,null,null,null,null,null,null,null
42,Null,null,d,Pain during sex,null,"In many cases, a woman can experience painful sex if there is not sufficient vaginal lubrication. When this occurs, the pain can be resolved if the female becomes more relaxed, if the amount of foreplay is increased, or if the couple uses a sexual lubricant. In other cases a woman can experience painful sex due to other psychological or physical issues.",You seem to be fine if the pain bothers you can consult the recommended doctor,null,Gynaecologist,null,Increasing the time of your foreplay may be helpful in arousal and natural lubrication. You may also try using water-based lubrication. Talking to your partner always helps. If the problem persists please consult a gynaecologist to clear your doubts.,null,null,null
7,77,It has recently started,r,null,Pain recently started,null,null,null,null,null,null,null,null,null
77,78|79,"Ok, I get that.. <br><br> Please confirm if you have delivered a baby recently?",gq,null,null,null,null,null,null,null,null,null,null,null
79,80,Yes,r,null,Recently delivered baby,null,null,null,null,null,null,null,null,null
78,8,No,r,null,null,null,null,null,null,null,null,null,null,null
80,81|87,"Great news, Congratulations! <br><br>Can you tell me what was your mode of delivery?",gq,null,null,null,null,null,null,null,null,null,null,null
81,82,C Section (Surgery),r,null,C Section delivery,null,null,null,null,null,null,null,null,null
82,83|85,Ok.. <br><br>Have you also noticed any foul smelling or vaginal discharge or fever after delivery?,gq,null,null,null,null,null,null,null,null,null,null,null
83,84,Yes,r,null,Foul smelling discharge/Fever,null,null,null,null,null,null,null,null,null
84,null,null,d,Pain during sex,null,"Endometriosis happens when tissue that is similar to the tissue that lines the woman's uterus, grows outside of the uterus. Sex or Penetration can pull or stretch the irritated tissue and can thus cause pain. About 25 million women in India have endometriosis. ",Low risk of Endometritis,null,Gynaecologist,CBC/CRP/Blood culture,Exercise regularly|You can use heat packs for pain if it exists|Take a healthy diet|Some positions involving shallow penetration like spooning which put less pressure on areas of the pelvis that contain endometrial tissue can help reduce pain during sexual activity,null,null,null
85,86,No,r,null,null,null,null,null,null,null,null,null,null,null
87,88,Normal delivery,r,null,Normal delivery,null,null,null,null,null,null,null,null,null
88,89|90,"Understood!.. <br><br>Can you confirm, if you were given episiotomy (long vaginal cut from vagina towards the anus) during your delivery?",gq,null,null,null,null,null,null,null,null,null,null,null
89,91,Yes,r,null,Episiotomy is given during delivery,null,null,null,null,null,null,null,null,null
91,null,null,d,Pain during sex,null,"Vaginal scarring occurs when scar tissue has developed inside the vagina as a result of injury, damage, or tearing — like during vaginal childbirth.",Low risk of vaginal narrowing because of scar tissue,null,Gynaecologist,null,It will take a few weeks for your episiotomy or tear to heal fully,null,null,null
90,86,No or not sure ,r,null,null,null,null,null,null,null,null,null,null,null
86,92|998|997|996,Alright!.. <br><br> Please help me understand if you have been experiencing any of the following recently?,mrq,null,null,null,null,null,null,null,null,null,null,null
92,96,Feeling tired frequently,mr,null,Feeling tired frequently,null,null,null,null,null,null,null,null,null
998,96,Feeling depressed/Stressed,mr,null,Feeling depressed/Stressed,null,null,null,null,null,null,null,null,null
997,96,Not able to sleep properly,mr,null,Not able to sleep properly,null,null,null,null,null,null,null,null,null
996,8,None of the above,r,null,null,null,null,null,null,null,null,null,null,null
96,null,null,d,Pain during sex,null,"Experiencing painful sex after giving birth is common. About 50+% of women have reported painful sex (dyspareunia) after giving birth. Usually, it's reported to occur at about 6 weeks after childbirth and can continue up to 6 months postpartum or longer.",Moderate risk of post partum blues. Counselling recommended,null,Relationship Therapist,null,Exercise when you can.|Maintain a healthy diet|Create time for yourself|Make time to rest,null,null,null
2,63,Greater than 42 years,r,null,Age greater than 42 years,null,null,null,null,null,null,null,null,null
63,64|65,"Good to know.. <br><br>For better diagnosis, can you tell me, if you have already reached your menopause (Periods have stopped or are about to stop)?",gq,null,null,null,null,null,null,null,null,null,null,null
65,66,"Yes, I do not get my period anymore",r,null,Menopause achieved,null,null,null,null,null,null,null,null,null
64,3,"No, I still get my period ",r,null,Menopause achieved,null,null,null,null,null,null,null,null,null
66,67|68|71|73|75,Thanks for sharing.. <br><br> Please tell me about the most prominent problem you experience.,gq,null,null,null,null,null,null,null,null,null,null,null
67,69,Dryness in vagina,r,null,Dryness in vagina,null,null,null,null,null,null,null,null,null
69,null,null,d,Pain during sex,null,"In many cases, a woman can experience painful sex if there is not sufficient vaginal lubrication. When this occurs, the pain can be resolved if the female becomes more relaxed, if the amount of foreplay is increased, or if the couple uses a sexual lubricant. In other cases a woman can experience painful sex due to other psychological or physical issues.",You seem to be fine,null,null,null,Increasing the time of your foreplay may be helpful in arousal and natural lubrication. You may also try using water-based lubrication. Talking to your partner always helps. If the problem persists please consult a gynaecologist to clear your doubts.,null,null,null
75,76,Irritation/Mood swings/night sweating/hot flashes,r,null,Irritation/Mood swings/night sweating/hot flashes,null,null,null,null,null,null,null,null,null
76,null,null,d,Pain during sex,null,null,Low risk of post menopausal syndrome,null,Gynaecologist,null,null,null,null,null
73,74,Pain/bleeding from vagina,r,null,Pain/bleeding from vagina,null,null,null,null,null,null,null,null,null
74,null,null,d,Pain during sex,null,Internal chechup will help the doctor rule out any possibility of growing infection or root cause of pain.,You are recommended to get a internal checkup done,null,Gynaecologist,null,Avoid having sex if the problem persists until you get the internal-check up done.,null,null,null
71,72,Abnormal vaginal discharge/itching around vagina,r,null,Discoloured skin around vagina/intense itching around vagaina,null,null,null,null,null,null,null,null,null
72,null,null,d,Pain during sex,null,"Lichen sclerosus is the condition of itching/thinning /discolouring/blisters on the skin on your vulva (the area outside your vagina), anus or penis. ",Low risk of infection/lichen sclerosus,null,Gynaecologist,null,"lichen sclerosis can lead to scarring, making it difficult or painful to have sex, urinate or have a bowel movement. Please avoid having sex with your partner till the symptoms subside.",null,null,null
68,70,Do not feel like indulging in sexual activity but want to support my partner,r,null,Low libido,null,null,null,null,null,null,null,null,null
70,null,null,d,Pain during sex,null,"In many cases, a woman can experience painful sex if there is not sufficient vaginal lubrication. When this occurs, the pain can be resolved if the female becomes more relaxed, if the amount of foreplay is increased, or if the couple uses a sexual lubricant. In other cases a woman can experience painful sex due to other psychological or physical issues.",This is normal case of low libido,null,Psychiatrist (Sexology),null,"With estrogen levels falling as women approach and pass menopause. The resulting dryness and thinning of vaginal tissues can make penetration and intercourse to be uncomfortable for many women. The discomfort can range from a feeling of dryness to a feeling of vaginal/tightness/to severe pain during sex. After sex, some women feel soreness in their vagina or burning in their vulva or vagina. Over time, and without treatment, the inflammation that may result from infrequent sex without sufficient vaginal lubrication can lead to tearing and bleeding of vaginal tissues during sex. All these things together can lead to anxiety around sex and lead to decreased libido and worsening of pain (aka dyspareunia)",null,null,null
