node_id,child_node_id,message,node_type,major_symptom,other_symptoms,additional_information,diagnosis,details,recommended_doctor,recommended_lab_test,general_advice,causes,blog_url,media_url
59,60|61,Thanks for sharing.. <br><br>Do you remember if you ever used to ejaculate quickly to avoid being caught masturbating when you were younger?,gq,null,null,null,null,null,null,null,null,null,null,null
60,65,"Yes, I used to ejaculate quickly",dr,null,Quick ejaculation at young age,null,null,null,null,null,null,null,null,null
61,65,No or I am not sure ,r,null,null,null,null,null,null,null,null,null,null,null
65,66|67|68|69,You are doing good.. <br><br>Can you please help me understand how you feel recently about yourself?,gq,null,null,null,null,null,null,null,null,null,null,null
66,70,I continuously felt sadness since more than 2 weeks,dr,null,Sadness feeling since last 2 weeks,null,null,null,null,null,null,null,null,null
67,70,I do not enjoy activities which I used to earlier,dr,null,Doesn't enjoy activities of interest,null,null,null,null,null,null,null,null,null
68,70,I feel I am not attractive ,dr,null,Sadness feeling since last 2 weeks,null,null,null,null,null,null,null,null,null
69,70,None of these,r,null,null,null,null,null,null,null,null,null,null,null
70,71|72|73,We all go through some or other stress in our lives.. <br><br> To what extent are you experiencing stress in your life?,gq,null,null,null,null,null,null,null,null,null,null,null
71,74,A lot,dr,null,A lot of stress,null,null,null,null,null,null,null,null,null
72,74,To some extent,dr,null,Some stress,null,null,null,null,null,null,null,null,null
73,74,Not at all,r,null,null,null,null,null,null,null,null,null,null,null
74,75|76,"Hope you are comfortable answering my questions, I am your friend only.. <br><br>Please tell me if you have ever been sexually abused in your life?",gq,null,null,null,null,null,null,null,null,null,null,null
75,77,"Yes, I have been sexually abused in my life",dr,null,Sexually abused,null,null,null,null,null,null,null,null,null
76,77,"No, I have not been sexually abused ",r,null,null,null,null,null,null,null,null,null,null,null
77,78|79,Do you generally feel that sex is a bad thing and should not be done?,gq,null,null,null,null,null,null,null,null,null,null,null
78,999|997,"Yes, I think sex is a bad thing ",gchk|dr|drchk,null,null,null,null,null,null,null,null,null,null,null
999,81,null,g0|d1,null,null,null,null,null,null,null,null,null,null,null
998,82,null,g0|d0,null,null,null,null,null,null,null,null,null,null,null
997,83,null,g1|d1,null,null,null,null,null,null,null,null,null,null,null
996,84,null,g1|d0,null,null,null,null,null,null,null,null,null,null,null
79,999|998|997|996,"No, sex is not a bad thing ",gchk|drchk,null,null,null,null,null,null,null,null,null,null,null
81,null,null,d,Premature ejaculation,null,null,You are most likely not suffering from premature ejaculation,null,null,null,"Some self-help techniques for dealing with premature ejaculation:|Exercising regularly|Consuming food rich in zinc and magnesium, as they may help increase the time to climax.|Using thick condoms to reduce sensation|Masturbating 1- 2 hours before sex",null,null,null
82,null,null,d,Premature ejaculation,null,null,You are most likely not suffering from premature ejaculation,null,null,null,"Some self-help techniques for dealing with premature ejaculation:|Exercising regularly|Consuming food rich in zinc and magnesium, as they may help increase the time to climax.|Using thick condoms to reduce sensation|Masturbating 1- 2 hours before sex",null,null,null
83,null,null,d,Premature ejaculation,null,null,Moderate risk of premature ejaculation,null,Psychiatrist (Sexology),null,"Some self-help techniques for dealing with premature ejaculation:|Exercising regularly|Consuming food rich in zinc and magnesium, as they may help increase the time to climax.|Using thick condoms to reduce sensation|Masturbating 1- 2 hours before sex",null,null,null
84,85|86,just a few more questions to go.. <br><br>Have you ever suffered from prostate inflammation?,gq,null,null,null,null,null,null,null,null,null,null,null
85,87,Yes,dr,null,Prostate inflammation,null,null,null,null,null,null,null,null,null
86,87,No,r,null,null,null,null,null,null,null,null,null,null,null
87,88|89,Ok.. <br><br> And do you generally feel a burning sensation while ejaculating?,gq,null,null,null,null,null,null,null,null,null,null,null
88,90,Yes,dr,null,Burning sensation with ejaculation,null,null,null,null,null,null,null,null,null
89,90,No ,r,null,null,null,null,null,null,null,null,null,null,null
90,91|92|93,Understood!.. <br><br>Can you tell me if your testosterone level is normal?,gq,null,null,null,null,null,null,null,null,null,null,null
91,995|994,Yes,drchk,null,null,null,null,null,null,null,null,null,null,null
92,995|994,Not sure,drchk,null,null,null,null,null,null,null,null,null,null,null
93,995|994,No,dr|drchk,null,null,null,null,null,null,null,null,null,null,null
995,94,null,d1,null,null,null,null,null,null,null,null,null,null,null
994,95,null,d0,null,null,null,null,null,null,null,null,null,null,null
94,null,null,d,Premature ejaculation,null,null,Moderate risk of premature ejaculation,null,Urologist/Adrologist,Testesterone,"Some self-help techniques for dealing with premature ejaculation:|Exercising regularly|Consuming food rich in zinc and magnesium, as they may help increase the time to climax.|Using thick condoms to reduce sensation|Masturbating 1- 2 hours before sex",null,null,null
95,96|97,hmm.. <br><br>Are you suffering from high diabetes?,gq,null,null,null,null,null,null,null,null,null,null,null
96,101,Yes,dr,null,null,null,null,null,null,null,null,null,null,null
97,101,No,r,null,null,null,null,null,null,null,null,null,null,null
101,102|103,Alright.. <br><br> Are you suffering from hyperthyroidism (High level of thyroid hormone) or pituitary gland disorder?,gq,null,null,null,null,null,null,null,null,null,null,null
102,993|992,Yes,dr|drchk,null,null,null,null,null,null,null,null,null,null,null
993,null,null,d1,Premature ejaculation,null,null,Moderate risk of premature ejaculation,null,Endocrinologist,TSH|Sugar,"Some self-help techniques for dealing with premature ejaculation:|Exercising regularly|Consuming food rich in zinc and magnesium, as they may help increase the time to climax.|Using thick condoms to reduce sensation|Masturbating 1- 2 hours before sex",null,null,null
992,null,null,d0,Premature ejaculation,null,null,You seem to be at a moderate risk of  premature ejaculation but the reason is unclear so kindly consult the recommended doctor,null,Psychiatrist (Sexology),null,"Some self-help techniques for dealing with premature ejaculation:|Exercising regularly|Consuming food rich in zinc and magnesium, as they may help increase the time to climax.|Using thick condoms to reduce sensation|Masturbating 1- 2 hours before sex",null,null,null
103,993|992,No,drchk,null,null,null,null,null,null,null,null,null,null,null
